Tarih,Başlık,Metin,ParsedDate,Month,english_text
"Sat, 05 May 2018 20:20:21 GMT","Ethereum Fiyatı, Canlı ETH Piyasa Değeri ve Grafiği - Bitcoin Sistemi",ethereum fiyatı canlı eth piyasa değeri ve grafiği bitcoin sistemi,2018-05-05 20:20:21,5,ethereum price live eth market cap and chart bitcoin system
"Thu, 18 Oct 2018 07:00:00 GMT",Çalınan servet değerindeki at ve yavrusu bulundu - Sabah,çalınan servet değerindeki at ve yavrusu bulundu sabah,2018-10-18 07:00:00,10,The stolen horse and its calf worth a fortune were found this morning
"Sun, 16 Sep 2018 07:00:00 GMT","Şampiyonlar Ligi rehberi (Gruplar, takımlar ve maç takvimi) - Evrensel.net",şampiyonlar ligi rehberi gruplar takımlar ve maç takvimi evrensel net,2018-09-16 07:00:00,9,champions league guide groups teams and match schedule universal net
"Wed, 05 Sep 2018 07:00:00 GMT",Güvensiz ürünü ifşa dönemi başladı - Sabah,güvensiz ürünü ifşa dönemi başladı sabah,2018-09-05 07:00:00,9,Unsafe product disclosure period started in the morning
"Sat, 04 Aug 2018 07:00:00 GMT",10 sene önce 1000 TL'lik Apple hissesi alsaydınız şimdi… - Sabah,ten sene önce one thousand tl lik apple hissesi alsaydınız şimdi sabah,2018-08-04 07:00:00,8,"If you had bought one thousand TL worth of Apple shares ten years ago, you would"
"Sat, 05 May 2018 19:49:52 GMT","Bitcoin Fiyatı, Canlı BTC Piyasa Değeri ve Grafiği - Bitcoin Sistemi",bitcoin fiyatı canlı btc piyasa değeri ve grafiği bitcoin sistemi,2018-05-05 19:49:52,5,bitcoin price live btc market cap and chart bitcoin system
"Thu, 05 Apr 2018 07:00:00 GMT",Antalya'da 20 milyon dolarlık füze yapımında kullanılan selenyum-74 ile zenginleştirilmiş alüminyum ele geçirildi - Beyaz Gazete,antalya da twenty milyon dolarlık füze yapımında kullanılan selenyum seventy four ile zenginleştirilmiş alüminyum ele geçirildi beyaz gazete,2018-04-05 07:00:00,4,"Aluminum enriched with selenium seventy four, used in the production of twenty million dollar missiles, was seized in Antalya Beyaz Gazete"
"Mon, 15 Oct 2018 07:00:00 GMT",Bahçelievler’de piyasa değeri 30 bin lira olan sahte içki ele geçirildi - Aydın 24 Haber,bahçelievler de piyasa değeri thirty bin lira olan sahte içki ele geçirildi aydın twenty four haber,2018-10-15 07:00:00,10,"Counterfeit liquor with a market value of thirty thousand liras was seized in Bahçelievler, aydın twenty four news"
"Wed, 15 Aug 2018 07:00:00 GMT",Serbest piyasa dolar euro alış fiyatı - AKŞAM,serbest piyasa dolar euro alış fiyatı akşam,2018-08-15 07:00:00,8,free market dollar euro purchase price evening
"Tue, 11 Dec 2018 08:00:00 GMT",Piyasa onların elinde... Paradan para kazanıyorlar - Yeni Akit Gazetesi,piyasa onların elinde paradan para kazanıyorlar yeni akit gazetesi,2018-12-11 08:00:00,12,"The market is in their hands, they make money from money, Yeni Akit Newspaper"
"Sun, 08 Apr 2018 07:00:00 GMT",Tesla'nın piyasa değeri Ford'u geçti - Teknolojioku,tesla nın piyasa değeri ford u geçti teknolojioku,2018-04-08 07:00:00,4,Tesla's market value exceeds Ford's. Teknolojioku
"Wed, 21 Mar 2018 07:00:00 GMT","Amazon, dünyanın piyasa değeri en yüksek ikinci şirketi oldu - AKŞAM",amazon dünyanın piyasa değeri en yüksek ikinci şirketi oldu akşam,2018-03-21 07:00:00,3,Amazon became the second company with the highest market value in the world
"Wed, 01 Aug 2018 07:00:00 GMT",dolar ne kadar? euro ne kadar? dolar kaç para? euro kaç para? 1 ağustos çarşamba döviz kurları - Takvim,dolar ne kadar euro ne kadar dolar kaç para euro kaç para one ağustos çarşamba döviz kurları takvim,2018-08-01 07:00:00,8,how much is the dollar how much is the euro how much is the dollar how much is the euro how much is the one august wednesday exchange rates calendar
"Mon, 17 Dec 2018 08:00:00 GMT",İl Müdürümüz Tutum Yatırım ve Türk Malları Haftası Etkinliğine Katıldı - Manisa MEB,i̇l müdürümüz tutum yatırım ve türk malları haftası etkinliğine katıldı manisa meb,2018-12-17 08:00:00,12,"Our provincial manager attended the Tutu Investment and Turkish Goods Week event, Manisa Meb"
"Sat, 06 Oct 2018 07:00:00 GMT",Japon şirketleri Türkiye'de nasıl daha fazla yatırım yapar? - BBC,japon şirketleri türkiye de nasıl daha fazla yatırım yapar bbc,2018-10-06 07:00:00,10,How do Japanese companies invest more in Türkiye BBC
"Sun, 21 Oct 2018 07:00:00 GMT",Amasya'ya 55 milyon liralık yatırım - Anadolu Ajansı,amasya ya fifty five milyon liralık yatırım anadolu ajansı,2018-10-21 07:00:00,10,fifty five million lira investment in amasya anadolu agency
"Sat, 13 Oct 2018 07:00:00 GMT","Gençliğe yatırım, geleceğe yatırım - BURSA BÜYÜKŞEHİR BELEDİYESİ",gençliğe yatırım geleceğe yatırım bursa büyükşehi̇r beledi̇yesi̇,2018-10-13 07:00:00,10,investment in youth investment in the future bursa metropolitan municipality
"Fri, 05 Oct 2018 07:00:00 GMT",Büyükşehir'den Beş Yıldızlı Yatırım - Kayseri Büyükşehir Belediyesi,büyükşehir den beş yıldızlı yatırım kayseri büyükşehir belediyesi,2018-10-05 07:00:00,10,five-star investment from the metropolitan municipality kayseri metropolitan municipality
"Wed, 31 Oct 2018 07:00:00 GMT",6 Nolu Aile Sağlığı Merkezi Açıldı SELÇUKLU`DA SAĞLIĞA YATIRIM SÜRÜYOR - Selçuklu Belediyesi,six nolu aile sağlığı merkezi açıldı selçuklu da sağliğa yatirim sürüyor selçuklu belediyesi,2018-10-31 07:00:00,10,"Family Health Center No. Six was opened. Investment in health continues in Selçuklu, Selçuklu Municipality"
"Wed, 24 Oct 2018 07:00:00 GMT",Miami: Türklerin Amerika’da hızla büyüyen yatırım rotası - Euronews.com,miami türklerin amerika da hızla büyüyen yatırım rotası euronews com,2018-10-24 07:00:00,10,miami is the rapidly growing investment route of turks in america euronews com
"Fri, 19 Oct 2018 07:00:00 GMT",OYAK RENAULT’TAN BURSA’YA YENİ YATIRIM! - Türk Metal Sendikası,oyak renault tan bursa ya yeni̇ yatirim türk metal sendikası,2018-10-19 07:00:00,10,new investment from oyak renault to bursa turkish metal union
"Thu, 25 Oct 2018 07:00:00 GMT","Bakan Murat Kurum: 'Bakanlık Olarak Konya'ya 11,5 Milyarlık Yatırım Yaptık' - Konya Büyükşehir Belediyesi",bakan murat kurum bakanlık olarak konya ya eleven five milyarlık yatırım yaptık konya büyükşehir belediyesi,2018-10-25 07:00:00,10,"Minister Murat Kurum, as a ministry, we invested eleven-five billion in Konya, Konya Metropolitan Municipality."
"Mon, 24 Dec 2018 08:00:00 GMT",Mersin'de Teşvikler ve Destekler | Utku Karabağ | 24.12.2018 - verginet.net,mersin de teşvikler ve destekler utku karabağ twenty four twelve two thousand and eighteen verginet net,2018-12-24 08:00:00,12,incentives and supports in mersin utku karabağ twenty four twelve two thousand and eighteen bilginet net
"Fri, 21 Sep 2018 07:00:00 GMT",TOBB´DAN BURSA EĞİTİMİNE BÜYÜK YATIRIM - Bursa İl Milli Eğitim Müdürlüğü,tobb dan bursa eği̇ti̇mi̇ne büyük yatirim bursa i̇l milli eğitim müdürlüğü,2018-09-21 07:00:00,9,Great investment from TOBB to Bursa education Bursa Provincial Directorate of National Education
"Thu, 20 Dec 2018 08:00:00 GMT",Yatırım tamamlanmadan istihdam sağladı - Anadolu Ajansı,yatırım tamamlanmadan istihdam sağladı anadolu ajansı,2018-12-20 08:00:00,12,Anadolu Agency provided employment before the investment was completed
"Tue, 23 Oct 2018 07:00:00 GMT","Cemal Kaşıkçı olayı: 'Çöl Davosu' olarak adlandırılan Suudi Arabistan'daki yatırım zirvesinden kim çekildi, hangi firmalar hâlâ sponsor? - BBC",cemal kaşıkçı olayı çöl davosu olarak adlandırılan suudi arabistan daki yatırım zirvesinden kim çekildi hangi firmalar h l sponsor bbc,2018-10-23 07:00:00,10,"Cemal Khashoggi incident, who withdrew from the investment summit in saudi arabia, called desert davo, which companies, h l sponsor bbc"
"Thu, 27 Sep 2018 07:00:00 GMT",Manisa'da 20 milyon avroluk yatırım - Anadolu Ajansı,manisa da twenty milyon avroluk yatırım anadolu ajansı,2018-09-27 07:00:00,9,twenty million euro investment anadolu agency in manisa
"Fri, 28 Sep 2018 07:00:00 GMT",'Türkiye’ye yatırım yapan hep kazandı' - Anadolu Ajansı,türkiye ye yatırım yapan hep kazandı anadolu ajansı,2018-09-28 07:00:00,9,Those who invest in Türkiye always win Anadolu Agency
"Wed, 24 Oct 2018 07:00:00 GMT",Türkiye Kalkınma ve Yatırım Bankası Kanunu yürürlüğe girdi - Anadolu Ajansı,türkiye kalkınma ve yatırım bankası kanunu yürürlüğe girdi anadolu ajansı,2018-10-24 07:00:00,10,Türkiye Development and Investment Bank Law came into force Anadolu Agency
"Fri, 26 Oct 2018 07:00:00 GMT",Samsun'a 25 milyon dolarlık termal yatırım - Anadolu Ajansı,samsun a twenty five milyon dolarlık termal yatırım anadolu ajansı,2018-10-26 07:00:00,10,twenty five million dollar thermal investment in samsun anadolu agency
"Thu, 11 Oct 2018 07:00:00 GMT",Şanlıurfa'da güneşe yatırım sevinci - Anadolu Ajansı,şanlıurfa da güneşe yatırım sevinci anadolu ajansı,2018-10-11 07:00:00,10,Joy of investing in solar in Şanlıurfa Anadolu Agency
"Mon, 05 Nov 2018 08:00:00 GMT",Cengiz Holding 2023'e kadar 1 milyar dolarlık yatırım yapacak - Anadolu Ajansı,cengiz holding two thousand and twenty three e kadar one milyar dolarlık yatırım yapacak anadolu ajansı,2018-11-05 08:00:00,11,Cengiz Holding will invest one billion dollars until two thousand and twenty three Anadolu Agency
"Tue, 20 Nov 2018 08:00:00 GMT",Tarih merakı 700 yıllık Osmanlı köyüne yatırım yaptırdı - Anadolu Ajansı,tarih merakı seven hundred yıllık osmanlı köyüne yatırım yaptırdı anadolu ajansı,2018-11-20 08:00:00,11,A lover of history invested in a hundred-year-old Ottoman village Anadolu Agency
"Wed, 24 Oct 2018 07:00:00 GMT",Arçelik'ten 500 milyon TL'lik yeni yatırım - Anadolu Ajansı,arçelik ten five hundred milyon tl lik yeni yatırım anadolu ajansı,2018-10-24 07:00:00,10,Five hundred million TL new investment from Arçelik Anadolu Agency
"Mon, 10 Dec 2018 08:00:00 GMT",'İlk aşamada girişimlere 100 bin lira yatırım imkanı sunacağız' - Anadolu Ajansı,i̇lk aşamada girişimlere one hundred bin lira yatırım imkanı sunacağız anadolu ajansı,2018-12-10 08:00:00,12,"In the first stage, we will offer one hundred thousand lira investment opportunity to startups. Anadolu Agency"
"Sun, 04 Nov 2018 07:00:00 GMT","Belediyeden Diyarbakır'a 1,2 milyar lira yatırım - Anadolu Ajansı",belediyeden diyarbakır a one two milyar lira yatırım anadolu ajansı,2018-11-04 07:00:00,11,one two billion lira investment from the municipality to diyarbakır anadolu agency
"Mon, 05 Nov 2018 08:00:00 GMT",YATIRIM KENDİNİ GÖSTERMEYE BAŞLADI - Demirci Belediyesi,yatirim kendi̇ni̇ göstermeye başladi demirci belediyesi,2018-11-05 08:00:00,11,"Investment has begun to show itself, Demirci Municipality"
"Tue, 20 Nov 2018 08:00:00 GMT",Özbekistan'dan Türk ayakkabı üreticilerine yatırım çağrısı - Anadolu Ajansı,özbekistan dan türk ayakkabı üreticilerine yatırım çağrısı anadolu ajansı,2018-11-20 08:00:00,11,Investment call from Uzbekistan to Turkish shoe manufacturers Anadolu Agency
"Thu, 27 Dec 2018 08:00:00 GMT",Enerjide yıla damgasını vuran yatırım: STAR Rafineri - Anadolu Ajansı,enerjide yıla damgasını vuran yatırım star rafineri anadolu ajansı,2018-12-27 08:00:00,12,"Investment Star Refinery Anadolu Agency, which left its mark on the year in energy"
"Thu, 01 Nov 2018 07:00:00 GMT",Garanti Yatırım’ın yeni Genel Müdürü Utku Ergüder oldu | Son dakika ekonomi haberleri - Bloomberght,garanti yatırım ın yeni genel müdürü utku ergüder oldu son dakika ekonomi haberleri bloomberght,2018-11-01 07:00:00,11,Utku Ergüder became the new general manager of Garanti Yatırım. Last minute economic news bloomberght
"Sun, 11 Nov 2018 08:00:00 GMT",Sırbistan 'Balkanların Çin'i' oluyor - Anadolu Ajansı,sırbistan balkanların çin i oluyor anadolu ajansı,2018-11-11 08:00:00,11,Serbia is becoming the China of the Balkans Anadolu Agency
"Wed, 31 Oct 2018 07:00:00 GMT",Türk-Alman ilişkileri yeniden canlanıyor - Anadolu Ajansı,türk alman ilişkileri yeniden canlanıyor anadolu ajansı,2018-10-31 07:00:00,10,Turkish-German relations are revitalizing Anadolu Agency
"Fri, 16 Nov 2018 08:00:00 GMT",Rönesans Holding'ten Türkmenistan'a yeni yatırım - Anadolu Ajansı,rönesans holding ten türkmenistan a yeni yatırım anadolu ajansı,2018-11-16 08:00:00,11,New investment from Rönesans Holding to Turkmenistan Anadolu Agency
"Wed, 14 Mar 2018 07:00:00 GMT",100 milyar liralık yatırım hamlesi - Uzmanpara,one hundred milyar liralık yatırım hamlesi uzmanpara,2018-03-14 07:00:00,3,one hundred billion lira investment move Uzmanpara
"Tue, 23 Oct 2018 07:00:00 GMT",Financial Times: Kaşıkçı cinayeti Veliaht Prens Muhammed'in planlarını test ediyor - BBC,financial times kaşıkçı cinayeti veliaht prens muhammed in planlarını test ediyor bbc,2018-10-23 07:00:00,10,financial times spoonbill murder tests crown prince mohammed's plans bbc
"Tue, 18 Dec 2018 08:00:00 GMT",Artuklu'da yol yapımına 33 milyon lira yatırım - Anadolu Ajansı,artuklu da yol yapımına thirty three milyon lira yatırım anadolu ajansı,2018-12-18 08:00:00,12,Thirty three million lira investment in road construction in Artuklu Anadolu Agency
"Mon, 26 Mar 2018 07:00:00 GMT",En çok bu üç yatırım fonu kazandırdı - Bigpara,en çok bu üç yatırım fonu kazandırdı bigpara,2018-03-26 07:00:00,3,These three investment funds made the most money bigpara
"Wed, 21 Nov 2018 08:00:00 GMT","Suudi Arabistan, büyük bir yatırım programı ile kültürel turistleri hedefliyor - Abdul Latif Jameel",suudi arabistan büyük bir yatırım programı ile kültürel turistleri hedefliyor abdul latif jameel,2018-11-21 08:00:00,11,saudi arabia targets cultural tourists with major investment program abdul latif jameel
"Thu, 08 Mar 2018 08:00:00 GMT",Hangi yatırım fonları kazandırdı? - Bigpara,hangi yatırım fonları kazandırdı bigpara,2018-03-08 08:00:00,3,Which investment funds brought bigpara?
"Tue, 20 Nov 2018 08:00:00 GMT","Trump: ABD, Suudi Arabistan'ın sarsılmaz ortağı olmayı sürdürecektir - BBC",trump abd suudi arabistan ın sarsılmaz ortağı olmayı sürdürecektir bbc,2018-11-20 08:00:00,11,trump usa will continue to be saudi arabia's unwavering partner bbc
"Tue, 16 Oct 2018 07:00:00 GMT",Renault'dan Bursa'ya yeni yatırım - Anadolu Ajansı,renault dan bursa ya yeni yatırım anadolu ajansı,2018-10-16 07:00:00,10,New investment from Renault to Bursa Anadolu Agency
"Tue, 06 Nov 2018 08:00:00 GMT",Prometeon 115 milyon dolarlık yatırımla Türkiye'deki kapasitesini artıracak - Anadolu Ajansı,prometeon one hundred and fifteen milyon dolarlık yatırımla türkiye deki kapasitesini artıracak anadolu ajansı,2018-11-06 08:00:00,11,prometeon will increase its capacity in Türkiye with an investment of one hundred and fifteen million dollars anadolu agency
"Thu, 01 Nov 2018 07:00:00 GMT",Antalya'ya 120 milyon avroluk yatırım - Anadolu Ajansı,antalya ya one hundred and twenty milyon avroluk yatırım anadolu ajansı,2018-11-01 07:00:00,11,one hundred and twenty million euro investment in antalya anadolu agency
"Fri, 30 Mar 2018 07:00:00 GMT",En çok hangi yatırım fonları kazandırdı? - Bigpara,en çok hangi yatırım fonları kazandırdı bigpara,2018-03-30 07:00:00,3,Which investment funds made the most profit bigpara?
"Thu, 08 Mar 2018 08:00:00 GMT",En çok bu yatırım fonları kazandırdı - Bigpara,en çok bu yatırım fonları kazandırdı bigpara,2018-03-08 08:00:00,3,"These investment funds earned the most, bigpara"
"Tue, 25 Dec 2018 08:00:00 GMT",Amazon’un sahibi Jeff Bezos’un sessizce yatırım yaptığı 15 girişim - digitalage.com.tr,amazon un sahibi jeff bezos un sessizce yatırım yaptığı fifteen girişim digitalage com tr,2018-12-25 08:00:00,12,fifteen startups that amazon owner jeff bezos quietly invested in digitalage com tr
"Sun, 14 Oct 2018 07:00:00 GMT","Türk-Amerikan İş Adamları Derneği Başkanı Akat: En az 15 ABD firması, Türkiye'ye milyarlarca dolarlık yatırım yapacak - TRT Haber",türk amerikan i̇ş adamları derneği başkanı akat en az fifteen abd firması türkiye ye milyarlarca dolarlık yatırım yapacak trt haber,2018-10-14 07:00:00,10,President of the Turkish American Businessmen Association Akat At least fifteen US companies will invest billions of dollars in Turkey TRT news
"Wed, 19 Dec 2018 08:00:00 GMT",Türkiye Kalkınma ve Yatırım Bankası Yönetim Kurulu Başkanlığı'na Hayrettin Demircan atandı | Son dakika ekonomi haberleri - Bloomberght,türkiye kalkınma ve yatırım bankası yönetim kurulu başkanlığı na hayrettin demircan atandı son dakika ekonomi haberleri bloomberght,2018-12-19 08:00:00,12,Hayrettin Demircan was appointed as the Chairman of the Board of Directors of Türkiye Development and Investment Bank breaking economic news bloomberght
"Thu, 09 Aug 2018 07:00:00 GMT",Temmuzda en çok hangi yatırım aracı kazandırdı? - Bigpara,temmuzda en çok hangi yatırım aracı kazandırdı bigpara,2018-08-09 07:00:00,8,"Which investment instrument made the most profit in July, bigpara?"
"Mon, 24 Dec 2018 08:00:00 GMT",Film ve dizi sektörü için yatırım fonu geliyor - Bigpara,film ve dizi sektörü için yatırım fonu geliyor bigpara,2018-12-24 08:00:00,12,Bigpara is coming to an investment fund for the film and TV series industry.
"Sat, 20 Oct 2018 07:00:00 GMT",Otel yatırım danışmanları anlatıyor... - Turizm Ajansı,otel yatırım danışmanları anlatıyor turizm ajansı,2018-10-20 07:00:00,10,hotel investment consultants tell tourism agency
"Fri, 19 Oct 2018 07:00:00 GMT",Renault`tan Bursa`ya 100 milyon euroluk yatırım - Uzmanpara,renault tan bursa ya one hundred milyon euroluk yatırım uzmanpara,2018-10-19 07:00:00,10,One hundred million euro investment from Renault to Bursa Uzmanpara
"Mon, 15 Oct 2018 07:00:00 GMT",Para kazanırsak yatırım yapacağız - capital.com.tr,para kazanırsak yatırım yapacağız capital com tr,2018-10-15 07:00:00,10,"If we earn money, we will invest capital com tr"
"Thu, 18 Oct 2018 07:00:00 GMT","Dev yatırım ""Star Rafinerisi"" açılıyor - TRT Haber",dev yatırım star rafinerisi açılıyor trt haber,2018-10-18 07:00:00,10,giant investment star refinery is opening trt news
"Sat, 29 Sep 2018 07:00:00 GMT","Suudi Arabistan ""Orta Doğu'nun Rivierası""nı kuruyor - BBC",suudi arabistan orta doğu nun rivierası nı kuruyor bbc,2018-09-29 07:00:00,9,Saudi Arabia is establishing the Riviera of the Middle East BBC
"Wed, 24 Oct 2018 07:00:00 GMT",Türkiye Kalkınma ve Yatırım Bankası Kanunu yürürlüğe girdi - Dünya Gazetesi,türkiye kalkınma ve yatırım bankası kanunu yürürlüğe girdi dünya gazetesi,2018-10-24 07:00:00,10,Türkiye Development and Investment Bank Law came into force Dünya Newspaper
"Wed, 24 Oct 2018 07:00:00 GMT",Arçelik'ten Çerkezköy'de 500 milyon TL'lik yeni yatırım | Son dakika ekonomi haberleri - Bloomberght,arçelik ten çerkezköy de five hundred milyon tl lik yeni yatırım son dakika ekonomi haberleri bloomberght,2018-10-24 07:00:00,10,Five hundred million TL new investment from Arçelik in Çerkezköy breaking economic news bloomberght
"Tue, 09 Jan 2018 08:00:00 GMT",Lojistik sektörüne 2 milyar dolar yatırım geldi - Uzmanpara,lojistik sektörüne two milyar dolar yatırım geldi uzmanpara,2018-01-09 08:00:00,1,Two billion dollars of investment came to the logistics sector Uzmanpara
"Wed, 03 Oct 2018 07:00:00 GMT",İran`da 250 bin dolar yatırım yapana 5 yıl oturma izni - Uzmanpara,i̇ran da two hundred and fifty bin dolar yatırım yapana five yıl oturma izni uzmanpara,2018-10-03 07:00:00,10,Five-year residence permit for those who invest two hundred and fifty thousand dollars in Iran. Uzmanpara
"Thu, 05 Jul 2018 07:00:00 GMT",Yatırım fonlarının portföy değeri 49 milyar TL oldu - Bigpara,yatırım fonlarının portföy değeri forty nine milyar tl oldu bigpara,2018-07-05 07:00:00,7,The portfolio value of investment funds reached forty nine billion TL bigpara
"Tue, 11 Dec 2018 08:00:00 GMT",Volkswagen’den Türkiye`ye devasa yatırım - Uzmanpara,volkswagen den türkiye ye devasa yatırım uzmanpara,2018-12-11 08:00:00,12,Huge investment from Volkswagen to Türkiye Uzmanpara
"Fri, 28 Sep 2018 07:00:00 GMT",Siverek İçme Suyu Arıtma Tesisinde Çalışmalar Hızla İlerliyor - Şanlıurfa Büyükşehir Belediyesi,siverek i̇çme suyu arıtma tesisinde çalışmalar hızla i̇lerliyor şanlıurfa büyükşehir belediyesi,2018-09-28 07:00:00,9,"Work is progressing rapidly at the Siverek drinking water treatment facility, Şanlıurfa Metropolitan Municipality"
"Mon, 19 Nov 2018 08:00:00 GMT","Akıllı personel servisi Volt Lines, Dubai Angel Investors liderliğinde 1.28 milyon dolar yatırım aldı - egirişim",akıllı personel servisi volt lines dubai angel investors liderliğinde one twenty eight milyon dolar yatırım aldı egirişim,2018-11-19 08:00:00,11,smart personnel service volt lines received one twenty eight million dollars investment under the leadership of dubai angel investors egirişim
"Tue, 09 Jan 2018 08:00:00 GMT",Borusan Mannesmann`dan 75 milyon dolarlık yatırım - Uzmanpara,borusan mannesmann dan seventy five milyon dolarlık yatırım uzmanpara,2018-01-09 08:00:00,1,Seventy five million dollar investment from Borusan Mannesmann Uzmanpara
"Tue, 16 Oct 2018 07:00:00 GMT",Özdilek Mudanya’ya 7 milyon dolarlık yatırım yaptı - Bigpara,özdilek mudanya ya seven milyon dolarlık yatırım yaptı bigpara,2018-10-16 07:00:00,10,Özdilek made a million-dollar investment in Mudanya bigpara
"Thu, 27 Sep 2018 07:00:00 GMT","Dijital pazarlama ve geri bildirim platformu Denebunu, 2.5 milyon TL yatırım aldı - egirişim",dijital pazarlama ve geri bildirim platformu denebunu two five milyon tl yatırım aldı egirişim,2018-09-27 07:00:00,9,digital marketing and feedback platform denebunu received an investment of two to five million TL egirişim
"Fri, 30 Nov 2018 08:00:00 GMT",21 milyon TL dağıtılan Big Bang 2018’de girişimlerin aldığı tüm yatırım ve ödüller - egirişim,twenty one milyon tl dağıtılan big bang two thousand and eighteen de girişimlerin aldığı tüm yatırım ve ödüller egirişim,2018-11-30 08:00:00,11,"All investments and awards received by startups in Big Bang, Two Thousand and Eighteen, distributed in twenty one million TL egirişim"
"Thu, 31 May 2018 07:00:00 GMT",Blackrock`tan Türk varlıklara yatırım - Uzmanpara,blackrock tan türk varlıklara yatırım uzmanpara,2018-05-31 07:00:00,5,Investment in Turkish assets from blackrock Uzmanpara
"Thu, 27 Sep 2018 07:00:00 GMT","Dijital pazarlama ve geri bildirim platformu Denebunu, 2,5 milyon TL yatırım aldı - Webrazzi",dijital pazarlama ve geri bildirim platformu denebunu two five milyon tl yatırım aldı webrazzi,2018-09-27 07:00:00,9,digital marketing and feedback platform Denebunu received an investment of two to five million TL from webrazzi
"Tue, 30 Oct 2018 07:00:00 GMT","Grab, turizm devi Booking’den 200 milyon dolar yatırım aldı - egirişim",grab turizm devi booking den two hundred milyon dolar yatırım aldı egirişim,2018-10-30 07:00:00,10,Grab received a two hundred million dollar investment from tourism giant booking egirişim
"Fri, 17 Aug 2018 07:00:00 GMT","ASELSAN’dan millileşme, yerlileşme ve yatırım çağrısı - SavunmaSanayiST",aselsan dan millileşme yerlileşme ve yatırım çağrısı savunmasanayist,2018-08-17 07:00:00,8,"Aselsan's call for nationalization, localization and investment Defense Industry"
"Thu, 18 Oct 2018 07:00:00 GMT",Cemal Kaşıkçı olayı Suudi Arabistan ekonomisini nasıl etkileyecek? - BBC,cemal kaşıkçı olayı suudi arabistan ekonomisini nasıl etkileyecek bbc,2018-10-18 07:00:00,10,How will the Cemal Khashoggi incident affect the Saudi Arabian economy BBC
"Wed, 24 Oct 2018 07:00:00 GMT",Arçelik`ten 500 milyon TL`lik yeni yatırım - Uzmanpara,arçelik ten five hundred milyon tl lik yeni yatırım uzmanpara,2018-10-24 07:00:00,10,New investment worth five hundred million TL from Arçelik Uzmanpara
"Wed, 21 Feb 2018 08:00:00 GMT",Hintli motosikletçi yatırım için gaza bastı - Uzmanpara,hintli motosikletçi yatırım için gaza bastı uzmanpara,2018-02-21 08:00:00,2,Indian motorcyclist stepped up for investment Uzmanpara
"Mon, 15 Oct 2018 07:00:00 GMT",Para kazanırsak yatırım yapacağız - 2 - capital.com.tr,para kazanırsak yatırım yapacağız two capital com tr,2018-10-15 07:00:00,10,"If we earn money, we will invest two capital com tr"
"Fri, 07 Dec 2018 08:00:00 GMT","Verimli bir uyku geçirmenizi sağlayan yüzük Oura, 5 milyon dolar yatırım aldı - egirişim",verimli bir uyku geçirmenizi sağlayan yüzük oura five milyon dolar yatırım aldı egirişim,2018-12-07 08:00:00,12,"Oura, the ring that helps you have a productive sleep, received an investment of five million dollars egiritirim"
"Sat, 28 Apr 2018 07:00:00 GMT",Allianz’dan İzmir’e 27 milyon avroluk yatırım - Sigorta Medya,allianz dan i̇zmir e twenty seven milyon avroluk yatırım sigorta medya,2018-04-28 07:00:00,4,twenty seven million euro investment from allianz to izmir insurance media
"Thu, 11 Oct 2018 07:00:00 GMT",Viranşehir’e 500 milyon dolarlık yatırım - rudaw.net,viranşehir e five hundred milyon dolarlık yatırım rudaw net,2018-10-11 07:00:00,10,five hundred million dollar investment in viranşehir rudaw net
"Thu, 18 Oct 2018 07:00:00 GMT",Bir batışın hikâyesi: Dünyanın en büyük girişim sermayesi şirketlerinden Abraaj Capital nasıl iflas etti? - BBC,bir batışın hik yesi dünyanın en büyük girişim sermayesi şirketlerinden abraaj capital nasıl iflas etti bbc,2018-10-18 07:00:00,10,"the story of a bankruptcy how abraaj capital, one of the world's largest venture capital companies, went bankrupt bbc"
"Fri, 11 May 2018 07:00:00 GMT",Global Yatırım'dan büyük hamle - Bigpara,global yatırım dan büyük hamle bigpara,2018-05-11 07:00:00,5,big move from global investment bigpara
"Sat, 17 Nov 2018 08:00:00 GMT",Suriyeli ambalaj firmasından Gaziantep'e yatırım - Anadolu Ajansı,suriyeli ambalaj firmasından gaziantep e yatırım anadolu ajansı,2018-11-17 08:00:00,11,Investment Anadolu Agency from Syrian packaging company to Gaziantep
"Thu, 27 Dec 2018 08:00:00 GMT",3. OSB’YE 21 FİRMADAN YENİ YATIRIM - Mersin Haberci Gazetesi,three osb ye twenty one fi̇rmadan yeni̇ yatirim mersin haberci gazetesi,2018-12-27 08:00:00,12,"New investment from twenty one company for three OSB, Mersin Haberci Newspaper"
"Fri, 09 Nov 2018 08:00:00 GMT",Ege Vitrifiye’den 40 milyon TL’lik yeni yatırım - ST Endüstri Haber,ege vitrifiye den forty milyon tl lik yeni yatırım st endüstri haber,2018-11-09 08:00:00,11,Forty million TL new investment from Ege Vitrify st industry news
"Wed, 17 Oct 2018 07:00:00 GMT",Eyüpoğlu: Yatırım yapmadan önce proje ekibi kurmak gerekiyor - ST Endüstri Haber,eyüpoğlu yatırım yapmadan önce proje ekibi kurmak gerekiyor st endüstri haber,2018-10-17 07:00:00,10,eyüpoğlu It is necessary to establish a project team before investing st industry news
"Fri, 26 Oct 2018 07:00:00 GMT",'Çin Türkiye'de hem Asya hem Avrupa'yı görüyor' - Anadolu Ajansı,çin türkiye de hem asya hem avrupa yı görüyor anadolu ajansı,2018-10-26 07:00:00,10,China sees both Asia and Europe in Türkiye Anadolu Agency
